,Crime Type,Year,Latitude (Arlington),Longitude (Arlington)
33646,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89332427,-77.07837298
33647,DRUNKENNESS,2016,38.860874,-77.07820861
33648,OBSTRUCT POLICE - OTHER,2016,38.84782168,-77.08762966
33649,MISCELLANEOUS OFFICER-OTHER,2016,38.87966735,-77.08254066
33650,MISCELLANEOUS OFFICER-OTHER,2016,38.89224544,-77.07047379
33651,MISCELLANEOUS OFFICER-OTHER,2016,38.89636205,-77.07215039
33652,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.86465752,-77.05742088
33653,MISCELLANEOUS OFFICER-OTHER,2016,38.88846318,-77.08236127
33654,NARCOTICS COCAINE-SELLING,2016,38.89141655,-77.0847821
33655,SUSPICIOUS PERSON,2016,38.87514991,-77.12700116
33656,PUBLIC PEACE - OTHER,2016,38.84651991,-77.08504631
33657,SEX OFFENSE - OTHER,2016,38.84658335,-77.07933768
33658,DRIVING UNDER SUSP OR REVOCATION,2016,38.86111352,-77.11805479
33659,LARCENY-FROM BUILDING,2016,38.86481905,-77.06195028
33660,WARRANT SERVICE,2016,38.85411042,-77.0510708
33661,SIMPLE ASSAULT FAMILY,2016,38.86561933,-77.07366014
33662,FRAUD IMPERSONATION,2016,38.89703668,-77.09775831
33663,MARIJUANA-POSSESSING,2016,38.85700717,-77.10306165
33664,DRUNKENNESS,2016,38.88108624,-77.11096895
33665,MISCELLANEOUS OFFICER-OTHER,2016,38.87920825,-77.11081846
33666,MISC PUBLIC ORDER CRIMES,2016,38.878906,-77.1103333
33667,FND VEHICLES-ABANDONED/RECOVERED,2016,38.84392738,-77.08943058
33668,RUNAWAY,2016,38.86482168,-77.12739284
33669,FRAUD - OTHER,2016,38.86286713,-77.05854611
33670,FOUND PROPERTY,2016,38.89080262,-77.08177958
33671,LARC SHOPLIFTING,2016,38.87986277,-77.11283955
33672,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89223217,-77.08730371
33673,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87663755,-77.13322154
33674,MISCELLANEOUS OFFICER-OTHER,2016,38.85307674,-77.08654855
33675,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88456319,-77.11590564
33676,POSSESS COUNTERFEITED OBJECT,2016,38.88712978,-77.06448652
33677,LARC SHOPLIFTING,2016,38.86452119,-77.06214025
33678,SIMPLE ASSAULT NON FAMILY,2016,38.85480292,-77.11711313
33679,FOUND PROPERTY,2016,38.87297581,-77.12205842
33680,MENTAL CASES,2016,38.89017617,-77.12636450000001
33681,MISCELLANEOUS OFFICER-OTHER,2016,38.87977571,-77.08248363
33682,PARKING VIOLATION,2016,38.852408700000005,-77.11165486
33683,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87196075,-77.13638746
33684,INDECENT EXPOSURE,2016,38.88083535,-77.10930958
33685,DRUNKENNESS,2016,38.84420046,-77.0846865
33686,LARCENY-BICYCLE,2016,38.83834853,-77.09004143
33687,STOLEN PROP-OTHER,2016,38.84819684,-77.11290439
33688,TRESPASSING,2016,38.86523515,-77.09030523
33689,SIMPLE ASSAULT FAMILY,2016,38.8542883,-77.11522948
33690,VANDALISM (PROP DAMAGE) - OTHER,2016,38.88029811,-77.14453979999999
33691,LOST PERSONS,2016,38.88926125,-77.08522267
33692,MISCELLANEOUS OFFICER-OTHER,2016,38.85818577,-77.10593298
33693,MISCELLANEOUS OFFICER-OTHER,2016,38.88036584,-77.08548841
33694,FRAUD IMPERSONATION,2016,38.86299479,-77.06196153
33695,MENTAL CASES,2016,38.87308173,-77.08595279999999
33696,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88982733,-77.12766618
33697,MISCELLANEOUS OFFICER-OTHER,2016,38.84511644,-77.06712347
33698,PARKING VIOLATION,2016,38.89348553,-77.08356537
33699,FAMILY DISTURBANCE (DOMESTICS),2016,38.88483122,-77.10254603
33700,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.87977204,-77.13033808
33701,MISCELLANEOUS OFFICER-OTHER,2016,38.88636546,-77.09580705
33702,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.89764953,-77.08691464
33703,INDECENT EXPOSURE,2016,38.8951549,-77.07713459
33704,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84356655,-77.06789542
33705,PARKING VIOLATION,2016,38.88092604,-77.13545643
33706,DISORDERLY CONDUCT,2016,38.88927157,-77.12821842
33707,MISCELLANEOUS OFFICER-OTHER,2016,38.83584197,-77.08713284
33708,MISCELLANEOUS OFFICER-OTHER,2016,38.8477598,-77.08051974
33709,LOST PERSONS,2016,38.89795879,-77.07520307
33710,MOTOR VEH THEFT-OUTSIDE JURSIDICT,2016,38.868734,-77.0980946
33711,MISCELLANEOUS OFFICER-OTHER,2016,38.86349139,-77.08964611
33712,MOTOR VEHICLE ACCIDENT - OTHER,2016,38.86679461,-77.06544301
33713,RAPE-STRONG ARM,2016,38.84575229,-77.09035596
33714,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.87100572,-77.06281826
33715,FOUND PROPERTY,2016,38.86932113,-77.06620073
33716,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.88647289,-77.12881440000001
33717,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.8610092,-77.07060824
33718,MISCELLANEOUS OFFICER-OTHER,2016,38.84392707,-77.05421699
33719,SUSPICIOUS CIRCUMSTANCES,2016,38.89628978,-77.09039025
33720,SUSPICIOUS CIRCUMSTANCES,2016,38.89749486,-77.09143004
33721,LARC SHOPLIFTING,2016,38.85285794,-77.12090705
33722,SUSPICIOUS AUTO,2016,38.87096298,-77.11591158
33723,LARCENY-FROM BUILDING,2016,38.85725943,-77.11205461
33724,MARIJUANA-POSSESSING,2016,38.89459459,-77.0987256
33725,MISCELLANEOUS OFFICER-OTHER,2016,38.86761431,-77.09894427
33726,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88690476,-77.11903729
33727,MISCELLANEOUS OFFICER-OTHER,2016,38.89844322,-77.08316239
33728,LARCENY-FROM AUTO,2016,38.89943439,-77.07854006
33729,TRESPASSING,2016,38.88462271,-77.10571843
33730,PARKING VIOLATION,2016,38.87925221,-77.11426731
33731,FRAUD IMPERSONATION,2016,38.86226215,-77.05914262
33732,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.88959505,-77.12509408
33733,MISCELLANEOUS OFFICER-OTHER,2016,38.85481658,-77.05444556
33734,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88920818,-77.08966391
33735,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84341571,-77.0536134
33736,LARCENY-FROM BUILDING,2016,38.89789393,-77.07232614
33737,MISCELLANEOUS OFFICER-OTHER,2016,38.88918525,-77.10155562
33738,DISORDERLY CONDUCT,2016,38.89665709,-77.09302937
33739,FAMILY DISTURBANCE (DOMESTICS),2016,38.85558992,-77.10192578
33740,MISCELLANEOUS OFFICER-OTHER,2016,38.85146711,-77.09077365
33741,MISCELLANEOUS OFFICER-OTHER,2016,38.85989922,-77.08565905
33742,FRAUD IMPERSONATION,2016,38.85518829,-77.05361519
33743,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85879417,-77.05440545
33744,MISCELLANEOUS OFFICER-OTHER,2016,38.84310088,-77.07667011
33745,MISCELLANEOUS OFFICER-OTHER,2016,38.88856963,-77.15595794
33746,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86619741,-77.08200628
33747,PARKING VIOLATION,2016,38.86386075,-77.08244953
33748,TRESPASSING,2016,38.86962074,-77.10996459
33749,MISCELLANEOUS OFFICER-OTHER,2016,38.89021282,-77.09017734
33750,SIMPLE ASSAULT NON FAMILY,2016,38.86463978,-77.06139614
33751,WARRANT SERVICE,2016,38.84467958,-77.09425052
33752,FORGERY OF OTHER OBJECT,2016,38.88327296,-77.06283359999999
33753,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.87027429,-77.10497095
33754,WEAPONS - OTHER,2016,38.85653736,-77.11427369
33755,EMBEZZLEMENT BUSINESS PROPERTY,2016,38.8648712,-77.05859009
33756,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86915116,-77.09719044
33757,LARCENY-FROM BUILDING,2016,38.86311223,-77.06255267
33758,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89875335,-77.13867585
33759,FOUND PROPERTY,2016,38.88192874,-77.11280699
33760,PUBLIC PEACE - OTHER,2016,38.88707582,-77.09564792
33761,FND VEHICLES-ABANDONED/RECOVERED,2016,38.89012066,-77.10254809999999
33762,MISCELLANEOUS OFFICER-OTHER,2016,38.85334343,-77.10372954
33763,SUSPICIOUS PERSON,2016,38.8903042,-77.13146486
33764,MENTAL CASES,2016,38.87499756,-77.08554438
33765,LARCENY-FROM BUILDING,2016,38.86568782,-77.07271549
33766,FND VEHICLES-ABANDONED/RECOVERED,2016,38.89537515,-77.09029943
33767,SUSPICIOUS AUTO,2016,38.85544803,-77.09947752
33768,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85778491,-77.10231484
33769,FOUND PROPERTY,2016,38.89106106,-77.08212271
33770,FOUND PROPERTY,2016,38.89057202,-77.08137914
33771,FOUND PROPERTY,2016,38.88873167,-77.08466557
33772,MENTAL CASES,2016,38.87504860000001,-77.0863357
33773,VEHICLE THEFT - OTHER,2016,38.85707584,-77.1141527
33774,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.88462674,-77.10292875
33775,BURG NONRES-NO FORCE-NIGHT,2016,38.86536717,-77.07389619
33776,WEAPONS-POSSESSION OF,2016,38.89600827,-77.07261207
33777,MISCELLANEOUS OFFICER-OTHER,2016,38.88305305,-77.09535734
33778,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.89204198,-77.08481081
33779,MARIJUANA-POSSESSING,2016,38.87535507,-77.10786256
33780,DRUNKENNESS,2016,38.8612847,-77.06154451
33781,SUSPICIOUS CIRCUMSTANCES,2016,38.85542237,-77.05917024
33782,MISCELLANEOUS OFFICER-OTHER,2016,38.87357849,-77.09288874
33783,MISCELLANEOUS OFFICER-OTHER,2016,38.88133214,-77.1129928
33784,LOST PERSONS,2016,38.86212020000001,-77.10578014
33785,MISCELLANEOUS OFFICER-OTHER,2016,38.85457621,-77.05601572
33786,TRESPASSING,2016,38.89246966,-77.1073817
33787,INTIMIDATION,2016,38.83002014,-77.08845812
33788,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84932415,-77.0817219
33789,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.85813904,-77.12014777
33790,MISCELLANEOUS OFFICER-OTHER,2016,38.87333152,-77.0838659
33791,BURG RESIDENCE-NO FORCE-UNK,2016,38.89349491,-77.08513752
33792,MISCELLANEOUS OFFICER-OTHER,2016,38.86466398,-77.05253511
33793,MISCELLANEOUS OFFICER-OTHER,2016,38.87042892,-77.06193742
33794,MISCELLANEOUS OFFICER-OTHER,2016,38.85551368,-77.08740782
33795,WARRANT SERVICE,2016,38.88674611,-77.06722904
33796,NARCOTICS HEROIN-POSSESSING,2016,38.87338118,-77.10528877
33797,LARC SHOPLIFTING,2016,38.87756907,-77.11343433
33798,MISCELLANEOUS OFFICER-OTHER,2016,38.86442029,-77.06635057
33799,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85507295,-77.11133214
33800,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89264026,-77.14390144
33801,DRUNKENNESS,2016,38.89209895,-77.09019103
33802,SUSPICIOUS PERSON,2016,38.86916533,-77.10821382
33803,LARCENY-FROM BUILDING,2016,38.86465944,-77.06647526
33804,BURG RESIDENCE-FORCED-NIGHT,2016,38.8952116,-77.09188246
33805,LARC SHOPLIFTING,2016,38.86348909,-77.06471739
33806,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88161474,-77.12004746
33807,LOST PERSONS,2016,38.83757419,-77.08849066
33808,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84956666,-77.10111842
33809,MISCELLANEOUS OFFICER-OTHER,2016,38.89457991,-77.13928643
33810,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.83815782,-77.08739479
33811,DRUNKENNESS,2016,38.88430693,-77.10588859
33812,DRUNKENNESS,2016,38.88667167,-77.10545991
33813,MISCELLANEOUS OFFICER-OTHER,2016,38.84377141,-77.09800447
33814,PARKING VIOLATION,2016,38.89175145,-77.06974229
33815,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.8920067,-77.08540847
33816,MISCELLANEOUS OFFICER-OTHER,2016,38.84288009,-77.07905911
33817,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.887694,-77.10655617
33818,FRAUD IMPERSONATION,2016,38.85786272,-77.10278745
33819,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.8969796,-77.07497013
33820,LARC SHOPLIFTING,2016,38.8653561,-77.05951461
33821,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.85544661,-77.11802324
33822,MISCELLANEOUS OFFICER-OTHER,2016,38.84061843,-77.08981438
33823,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84678553,-77.07078375
33824,FOUND PROPERTY,2016,38.88851769,-77.08200381
33825,MISCELLANEOUS OFFICER-OTHER,2016,38.89229188,-77.08339148
33826,MENTAL CASES,2016,38.88639401,-77.10851215
33827,FRAUD SWINDLE,2016,38.86504045,-77.05883836
33828,ROBB BANK STRONG ARM,2016,38.88953699,-77.16233141
33829,ROBB OTHER OTHER STRONG ARM,2016,38.89004732,-77.16002976
33830,MISCELLANEOUS OFFICER-OTHER,2016,38.86459921,-77.06686419
33831,WEAPONS-POSSESSION OF,2016,38.90243051,-77.13809335
33832,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88947111,-77.08386625
33833,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.88191766,-77.13802353
33834,LARC PARTS FROM VEHICLE,2016,38.84961024,-77.07512555
33835,MISCELLANEOUS OFFICER-OTHER,2016,38.89419625,-77.09365765
33836,FRAUD SWINDLE,2016,38.88324243,-77.11326843
33837,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88522958,-77.13012639
33838,LARCENY-FROM AUTO,2016,38.84924585,-77.08359401
33839,LARCENY - OTHER,2016,38.85480958,-77.11023382
33840,LARCENY-BICYCLE,2016,38.85368329,-77.12041245
33841,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.86205778,-77.08969135
33842,MENTAL CASES,2016,38.88702021,-77.12812763
33843,VEHICLE THEFT - OTHER,2016,38.86908428,-77.10424911
33844,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85940591,-77.10292139
33845,DISORDERLY CONDUCT,2016,38.88937721,-77.08773324
33846,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.88740328,-77.12490109999999
33847,MISCELLANEOUS OFFICER-OTHER,2016,38.8915441,-77.07844941
33848,MARIJUANA-SELLING,2016,38.84761127,-77.09004745
33849,NARCOTICS COCAINE-SELLING,2016,38.87372407,-77.08598816
33850,SUICIDE ATTEMPTS DRUGS,2016,38.8869094,-77.08811576
33851,MISCELLANEOUS OFFICER-OTHER,2016,38.85220113,-77.05168059
33852,PARKING VIOLATION,2016,38.85463826,-77.10716187
33853,MENTAL CASES,2016,38.87447357,-77.08606449
33854,HARASSING COMMUNICATION,2016,38.88741877,-77.12769515
33855,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86711138,-77.10917966
33856,DANGEROUS DRUGS - OTHER,2016,38.89607438,-77.1331795
33857,MISCELLANEOUS OFFICER-OTHER,2016,38.85482922,-77.05444126
33858,SIMPLE ASSAULT FAMILY,2016,38.89927323,-77.11689225
33859,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86969384,-77.09723456
33860,MISCELLANEOUS OFFICER-OTHER,2016,38.85277648,-77.05256536
33861,LARCENY - OTHER,2016,38.85535583,-77.1056703
33862,TRESPASSING,2016,38.88961484,-77.09242964
33863,SUICIDE ATTEMPTS OTHER,2016,38.85632082,-77.11598129
33864,LARCENY-FROM AUTO,2016,38.88252664,-77.15616109999999
33865,MENTAL CASES,2016,38.87480122,-77.08602990000001
33866,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87691275,-77.09935898
33867,DISORDERLY CONDUCT,2016,38.86174656,-77.08967912
33868,MISCELLANEOUS OFFICER-OTHER,2016,38.88848883,-77.0902264
33869,MENTAL CASES,2016,38.85332844,-77.08859852
33870,WARRANT SERVICE,2016,38.866193700000004,-77.07736141
33871,FRAUD - OTHER,2016,38.84769620000001,-77.08178007
33872,LARCENY-FROM BUILDING,2016,38.88271232,-77.11189327
33873,LOST PERSONS,2016,38.88585077,-77.10877566
33874,MISCELLANEOUS OFFICER-OTHER,2016,38.84756978,-77.08073475
33875,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.84627852,-77.11289664
33876,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84278507,-77.07804245
33877,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.89591089,-77.07405481
33878,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.8937016,-77.16819720000001
33879,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86403814,-77.06018492
33880,MISCELLANEOUS OFFICER-OTHER,2016,38.85950686,-77.10176217
33881,LARC SHOPLIFTING,2016,38.864501399999995,-77.06234128
33882,FND VEHICLES-ABANDONED/RECOVERED,2016,38.89209379,-77.10947933
33883,FND VEHICLES-ABANDONED/RECOVERED,2016,38.83339951,-77.09351407
33884,FOUND PROPERTY,2016,38.88906046,-77.08187942
33885,FOUND PROPERTY,2016,38.8908786,-77.08158403
33886,PARKING VIOLATION,2016,38.88999723,-77.09947572
33887,LARCENY-FROM BUILDING,2016,38.84582063,-77.07310721
33888,SUSPICIOUS CIRCUMSTANCES,2016,38.88801624,-77.09826545
33889,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88622522,-77.12876845
33890,PARKING VIOLATION,2016,38.89109052,-77.07364925
33891,MISCELLANEOUS OFFICER-OTHER,2016,38.87863282,-77.11086106
33892,DEATHS NATURAL CAUSES,2016,38.88841332,-77.13834729
33893,LARCENY-FROM BUILDING,2016,38.86754675,-77.07413267
33894,MISCELLANEOUS OFFICER-OTHER,2016,38.87059214,-77.0968346
33895,MISCELLANEOUS OFFICER-OTHER,2016,38.878858799999996,-77.10978351
33896,MARIJUANA-POSSESSING,2016,38.86252195,-77.08345859999999
33897,SIMPLE ASSAULT FAMILY,2016,38.86550464,-77.08046003
33898,ROBB STREET STRONG ARM,2016,38.88687565,-77.1314954
33899,FLIGHT TO AVOID FEDERAL VIOLATION,2016,38.8647208,-77.05546803
33900,SUSPICIOUS AUTO,2016,38.84467777,-77.08856354
33901,SIMPLE ASSAULT FAMILY,2016,38.8879896,-77.08390781
33902,LARC PARTS FROM VEHICLE,2016,38.84465781,-77.09879005
33903,SIMPLE ASSAULT NON FAMILY,2016,38.88368543,-77.15812547
33904,SIMPLE ASSAULT NON FAMILY,2016,38.87392868,-77.10402205
33905,SUICIDE ATTEMPTS DRUGS,2016,38.8653573,-77.10971555
33906,FOUND PROPERTY,2016,38.88571446,-77.09381587
33907,FLIGHT TO AVOID FEDERAL VIOLATION,2016,38.89696528,-77.08197158
33908,MISCELLANEOUS OFFICER-OTHER,2016,38.87300731,-77.13181722
33909,LARCENY-FROM AUTO,2016,38.87242493,-77.12548192
33910,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85255235,-77.10775734
33911,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86665777,-77.12608392
33912,MISCELLANEOUS OFFICER-OTHER,2016,38.88512479,-77.15732973
33913,LARCENY-FROM AUTO,2016,38.84429183,-77.08829299
33914,TRESPASSING,2016,38.86041416,-77.10326578
33915,TRESPASSING,2016,38.87518643,-77.13291517
33916,TRESPASSING,2016,38.8652731,-77.12022511
33917,PASS FORGED,2016,38.86498926,-77.06131856
33918,TRESPASSING,2016,38.86490221,-77.11839667
33919,LARCENY - OTHER,2016,38.86315268,-77.08595585
33920,MENTAL CASES,2016,38.89007833,-77.12831065
33921,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86693365,-77.06063362
33922,OBSTRUCTING COURT ORDER,2016,38.87385823,-77.10955571
33923,LARC SHOPLIFTING,2016,38.86132443,-77.05961907
33924,TRAFFIC PROBLEM-OTHER,2016,38.8630484,-77.09092239
33925,MISCELLANEOUS OFFICER-OTHER,2016,38.85725244,-77.1010221
33926,MISCELLANEOUS OFFICER-OTHER,2016,38.8574723,-77.10192608
33927,TRAFFIC PROBLEM-OTHER,2016,38.89124827,-77.08167582
33928,LARCENY-FROM BUILDING,2016,38.86503188,-77.05952224
33929,WARRANT SERVICE,2016,38.89906705,-77.12226396
33930,SIMPLE ASSAULT NON FAMILY,2016,38.86246061,-77.08298987
33931,BURG RESIDENCE-FORCED-UNK,2016,38.87698665,-77.10671917
33932,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87392206,-77.08021281
33933,FOUND PROPERTY,2016,38.87052557,-77.09706303
33934,PARKING VIOLATION,2016,38.86389807,-77.07896605
33935,MARIJUANA-POSSESSING,2016,38.88698599,-77.09233108
33936,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.85166411,-77.04864919
33937,PARKING VIOLATION,2016,38.85396859,-77.05093937
33938,FAMILY DISTURBANCE (DOMESTICS),2016,38.86098747,-77.05423435
33939,PARKING VIOLATION,2016,38.85202544,-77.04822676
33940,PARKING VIOLATION,2016,38.85258401,-77.04785517
33941,MENTAL CASES,2016,38.87057001,-77.10539370000001
33942,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.8527553,-77.05555897
33943,SIMPLE ASSAULT NON FAMILY,2016,38.85519566,-77.11136858
33944,MISCELLANEOUS OFFICER-OTHER,2016,38.84658565,-77.08624524
33945,ROBB STREET STRONG ARM,2016,38.8904717,-77.09062752
33946,TRESPASSING,2016,38.84922586,-77.05484219
33947,TRESPASSING,2016,38.88563757,-77.09293951
33948,FOUND PROPERTY,2016,38.88777487,-77.09797589
33949,SIMPLE ASSAULT FAMILY,2016,38.8514865,-77.10173114
33950,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.88480811,-77.09802942
33951,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.89201525,-77.06617667
33952,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.89226595,-77.08496299
33953,SIMPLE ASSAULT FAMILY,2016,38.87457013,-77.10738757
33954,MARIJUANA-POSSESSING,2016,38.83900311,-77.09044925
33955,PARKING VIOLATION,2016,38.85645182,-77.0504546
33956,SUSPICIOUS CIRCUMSTANCES,2016,38.88859475,-77.09392366
33957,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85899621,-77.09657085
33958,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.84097333,-77.05365063
33959,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.885253999999996,-77.16365358
33960,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85363997,-77.10220759999999
33961,LARCENY-FROM BUILDING,2016,38.88032697,-77.11267371
33962,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84384946,-77.09470046
33963,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84542235,-77.09753971
33964,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84619563,-77.09449617
33965,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84542691,-77.09764088
33966,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84391992,-77.09761497
33967,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84377059,-77.09418211
33968,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.84580684,-77.09610625
33969,LARCENY-FROM BUILDING,2016,38.86212765,-77.06183399
33970,LARCENY-FROM AUTO,2016,38.89591728,-77.06861963
33971,NO DRIVER'S LICENSE,2016,38.89687122,-77.09837664
33972,MENTAL CASES,2016,38.88998329,-77.12912086
33973,LARCENY - OTHER,2016,38.88075994,-77.11005908
33974,DRUNKENNESS,2016,38.8601132,-77.10131957
33975,MISCELLANEOUS OFFICER-OTHER,2016,38.85083628,-77.11061832
33976,DRUNKENNESS,2016,38.87628627,-77.13119666
33977,PASS COUNTERFEITED,2016,38.85529349,-77.0907627
33978,FRAUD ILLEGAL USE OF CREDIT CARDS,2016,38.86486674,-77.06188827
33979,MENTAL CASES,2016,38.85338088,-77.10627426
33980,MISCELLANEOUS OFFICER-OTHER,2016,38.84839641,-77.08030103
33981,MISCELLANEOUS OFFICER-OTHER,2016,38.88184552,-77.12310059999999
33982,DRUNKENNESS,2016,38.88899049,-77.08370317
33983,MENTAL CASES,2016,38.89193941,-77.07265504
33984,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87823114,-77.09098762
33985,MENTAL CASES,2016,38.872699700000005,-77.08242552
33986,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.888746000000005,-77.15459709
33987,SUSPICIOUS AUTO,2016,38.901513,-77.10498012
33988,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84597157,-77.06496535
33989,SIMPLE ASSAULT FAMILY,2016,38.84711381,-77.09041456
33990,MISCELLANEOUS PUBLIC-OTHER,2016,38.8844598,-77.1010849
33991,MOTOR VEH THEFT-AUTOS,2016,38.89294213,-77.07321883
33992,TRESPASSING,2016,38.85952172,-77.05635403
33993,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88145979,-77.11220167
33994,FRAUD SWINDLE,2016,38.87837955,-77.11368135
33995,INDECENT EXPOSURE,2016,38.86325427,-77.07847518
33996,PARKING VIOLATION,2016,38.83627394,-77.09769616
33997,LARCENY-FROM AUTO,2016,38.85068588,-77.09283222
33998,SIMPLE ASSAULT NON FAMILY,2016,38.88446417,-77.10170324
33999,PARKING VIOLATION,2016,38.88814399,-77.09369779
34000,PARKING VIOLATION,2016,38.885647399999996,-77.09679766
34001,PARKING VIOLATION,2016,38.88701081,-77.09245605
34002,PARKING VIOLATION,2016,38.88710401,-77.09200233
34003,PARKING VIOLATION,2016,38.88624487,-77.09319520000001
34004,PARKING VIOLATION,2016,38.88840914,-77.0970202
34005,DRUNKENNESS,2016,38.89695608,-77.11469793
34006,MISCELLANEOUS OFFICER-OTHER,2016,38.85841242,-77.09095140000001
34007,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88122301,-77.10889388
34008,SIMPLE ASSAULT FAMILY,2016,38.88898724,-77.09511677
34009,MISCELLANEOUS OFFICER-OTHER,2016,38.88605611,-77.09309459
34010,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.88399454,-77.10034607
34011,SIMPLE ASSAULT NON FAMILY,2016,38.88968403,-77.09359971
34012,LARCENY-FROM AUTO,2016,38.84697708,-77.09155249
34013,SIMPLE ASSAULT NON FAMILY,2016,38.88565695,-77.09535813
34014,LARCENY - OTHER,2016,38.86171707,-77.09502191
34015,MISC PUBLIC ORDER CRIMES,2016,38.88532741,-77.09365954
34016,DRUNKENNESS,2016,38.86170655,-77.09323572
34017,MISCELLANEOUS OFFICER-OTHER,2016,38.88371249,-77.09035223
34018,DISORDERLY CONDUCT,2016,38.88743397,-77.09459395
